Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft,Floor_Level,Property_Age,Nearby_Amenities
1613.252122,3,3,Unfurnished,Punjabi Bagh West,1,11147289.29,Ready_to_move,Resale,Apartment,6909.824657,Ground Floor,20+ years,Near Park
1912.306861,4,4,Unfurnished,Punjabi Bagh West,2,41430098.37,Almost_ready,New_Property,Builder_Floor,21664.98443,Penthouse,0-5 years,Near Park
910.4314374,2,2,Semi-Furnished,"Bhagwan Das Nagar, Punjabi Bagh",1,15345304.83,Ready_to_move,Resale,Builder_Floor,16854.98128,3rd Floor,10-20 years,None
2613.164263,4,4,Semi-Furnished,Lajpat Nagar 3,2,50471779.76,Ready_to_move,Resale,Builder_Floor,19314.43058,2nd Floor,5-10 years,Near Park
1040.627535,3,2,Furnished,"Uttam Nagar Floors, Uttam Nagar",1,4427594.656,Ready_to_move,New_Property,Apartment,4254.735252,Ground Floor,0-5 years,Near Metro
3105.50723,5,5,Furnished,Janakpuri Block A3,1,51840858.32,Almost_ready,New_Property,Builder_Floor,16693.20162,2nd Floor,0-5 years,Near Park
3415.552255,4,4,Semi-Furnished,"Friends Colony West, New Friends Colony",2,43698918.63,Ready_to_move,Resale,Builder_Floor,12794.10044,Ground Floor,10-20 years,Near Mall
2740.803581,4,4,Unfurnished,"Kailash Colony, Greater Kailash",2,72618274.53,Ready_to_move,New_Property,Builder_Floor,26495.24943,2nd Floor,10-20 years,None
1283.088031,2,2,Furnished,"Hauz Khas Enclave, Hauz Khas",1,26749195.01,Ready_to_move,Resale,Builder_Floor,20847.51347,1st Floor,10-20 years,Near Metro
1336.861323,3,2,Furnished,"Chanakya Apartments, Aashirwaad Chowk, Dwarka",1,13530454.81,Ready_to_move,Resale,Apartment,10121.06086,2nd Floor,20+ years,Near Metro
1608.576167,3,2,Furnished,"Shubh Niketan, Paschim Vihar",1,20363510.93,Ready_to_move,Resale,Apartment,12659.33896,1st Floor,10-20 years,Near Hospital
1449.855231,4,3,Semi-Furnished,"Mansarowar Park, Shahdara",1,12085815.95,Ready_to_move,New_Property,Builder_Floor,8335.877743,1st Floor,10-20 years,Near Hospital
1531.407549,3,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,13731943.43,Ready_to_move,New_Property,Apartment,8966.8772,3rd Floor,20+ years,Near Park
2865.452662,5,6,Semi-Furnished,Commonwealth Games Village 2010,3,54063965.36,Ready_to_move,Resale,Apartment,18867.513,3rd Floor,5-10 years,Near Park
631.8098812,2,2,Semi-Furnished,"Khanpur, Madangir",1,2449102.252,Ready_to_move,New_Property,Builder_Floor,3876.327872,1st Floor,20+ years,Near Mall
1372.213767,3,2,Unfurnished,Sarita Vihar Pocket F,1,13694665.97,Ready_to_move,Resale,Apartment,9979.980011,1st Floor,20+ years,Near Metro
916.9315938,2,2,Furnished,Lajpat Nagar 2,2,13275079.45,Ready_to_move,Resale,Builder_Floor,14477.72063,3rd Floor,0-5 years,None
688.2479764,2,2,Unfurnished,Chhattarpur,1,3832212.203,Ready_to_move,New_Property,Builder_Floor,5568.068972,Penthouse,0-5 years,Near Hospital
1613.362577,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1,14908042.14,Ready_to_move,Resale,Apartment,9240.354492,Penthouse,10-20 years,Near Hospital
1545.96133,3,2,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1,15648548.71,Ready_to_move,Resale,Apartment,10122.21225,3rd Floor,5-10 years,None
1627.184397,3,3,Unfurnished,Patel Nagar West,1,12862058.08,Ready_to_move,Resale,Builder_Floor,7904.4871,Penthouse,10-20 years,Near Metro
1901.559292,3,2,Furnished,"PNB Employees Apartment, Aashirwaad Chowk, Dwarka",1,13437198.24,Ready_to_move,Resale,Apartment,7066.410339,Ground Floor,10-20 years,None
516.4951829,2,1,Semi-Furnished,"Batla House, Okhla",2,1447052.315,Ready_to_move,Resale,Apartment,2801.676303,1st Floor,5-10 years,None
1756.850893,3,2,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1,15230550.03,Ready_to_move,Resale,Apartment,8669.23317,Penthouse,0-5 years,Near Park
638.779168,2,2,Semi-Furnished,"Rohini Sector 24 carpet area 650 sqft status Ready to Move floor 4 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2BHK Newly build property for Sale. A House is waiting for a Friendly Family to make it a lovely home.So please come and make his house feel alive once again. read more Contact Agent View Phone No. Share Feedback Garima properties Certified Agent Trusted by Users Genuine Listings Market Knowledge",1,6326838.924,Ready_to_move,New_Property,Builder_Floor,9904.579298,2nd Floor,0-5 years,None
2107.876674,4,5,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",2,69936969.52,Ready_to_move,New_Property,Builder_Floor,33178.8716,Penthouse,10-20 years,Near Mall
741.9742039,2,2,Unfurnished,"Ram Nagar, Shahdara",,4949416.738,Ready_to_move,New_Property,Builder_Floor,6670.604869,3rd Floor,5-10 years,None
522.9322042,2,2,Unfurnished,Mahavir Enclave carpet area 565 sqft status Ready to Move floor Ground out of 1 floor transaction Resale furnishing Unfurnished facing East car parking 1 Covered bathroom 2 balcony 1 ownership Freehold East Facing Property This Freehold Builder Floor Apartment is located at Ground floor in a building of total 1 floors. The age of construction for this apartment Builder Floor Apartment is Less than 5 years. High quality flooring of types Granite are available in different rooms. read more Contact Owner View Phone No. Share Feedback Owner Adesh Sah,1,3703231.007,Ready_to_move,Resale,Builder_Floor,7081.665611,3rd Floor,0-5 years,Near Mall
686.3117722,2,2,Semi-Furnished,"Rohini Sector 25 carpet area 660 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property Near by Ryan international school 2BHK Located on the Ground Floor of a four story building with open parking the flat measure 720 Sq Ft the property is located in a green and plush sector with common parks opposite every lane and bus and auto stand nearby. its situated 1.5 km from the metro station and walkable distance from shopping distance from shopping complex. read more Contact Agent View Phone No. Share Feedback Know your Certified Agent CRISIL Rating No of Employees 9 Kulwant & Company Certified Agent Trusted by Users Genuine Listings 5500+ Buyers Served",1,4952553.686,Ready_to_move,New_Property,Builder_Floor,7216.186415,2nd Floor,10-20 years,None
1464.210501,3,3,Semi-Furnished,Lajpat Nagar 2,2,24098896.14,Ready_to_move,Resale,Builder_Floor,16458.62812,3rd Floor,5-10 years,Near Mall
1201.598727,4,3,Semi-Furnished,Rohini Sector 16,1,18125100.41,Ready_to_move,New_Property,Builder_Floor,15084.15414,Ground Floor,5-10 years,Near Metro
660.1032213,2,2,Unfurnished,Safdarjung Enclave,1,15912723.15,Ready_to_move,Resale,Builder_Floor,24106.41645,Ground Floor,10-20 years,Near Park
1506.14485,3,3,Semi-Furnished,Lajpat Nagar 3,1,41331217.73,Ready_to_move,Resale,Builder_Floor,27441.72828,2nd Floor,5-10 years,Near Metro
2075.089872,3,3,Semi-Furnished,"The Amaryllis, Karol Bagh",1,27551442.72,Almost_ready,New_Property,Apartment,13277.22866,Ground Floor,5-10 years,Near Hospital
1563.448711,4,1,Unfurnished,"Dilshad Garden carpet area 1500 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Unfurnished bathroom 1 balcony 2 Mig dda flat located at a very prime location near to market, school, hospital, metro station etc. Contact Owner View Phone No. Share Feedback Owner R",,11618297.33,Ready_to_move,Resale,Apartment,7431.198252,Penthouse,5-10 years,Near Hospital
4547.919838,5,6,Unfurnished,Greater Kailash 2,4,158464537.4,Almost_ready,New_Property,Builder_Floor,34843.30046,Penthouse,10-20 years,Near Park
1408.131897,4,4,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1,5679641.286,Ready_to_move,New_Property,Apartment,4033.4583,Penthouse,5-10 years,Near Mall
987.2581277,2,2,Semi-Furnished,"Amar Colony, Lajpat Nagar",2,13699137.75,Ready_to_move,New_Property,Builder_Floor,13875.94325,1st Floor,0-5 years,None
983.3456635,2,2,Semi-Furnished,"Dilshad Colony, Dilshad Garden",1,6626648.477,Ready_to_move,Resale,Apartment,6738.880053,1st Floor,5-10 years,Near Hospital
3461.243682,4,4,Semi-Furnished,"Friends Colony West, New Friends Colony",2,45267822.63,Ready_to_move,Resale,Builder_Floor,13078.48473,3rd Floor,20+ years,Near Mall
2903.498204,4,4,Semi-Furnished,"New Friends Colony Floors, New Friends Colony",2,49177242.29,Ready_to_move,New_Property,Builder_Floor,16937.23875,Penthouse,10-20 years,Near Park
2226.723098,3,4,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,47948992.65,Ready_to_move,Resale,Apartment,21533.433,Ground Floor,0-5 years,Near Hospital
688.8275007,2,1,Semi-Furnished,"Dev Nagar, Karol Bagh",1,7186488.055,Ready_to_move,Resale,Builder_Floor,10432.92849,Penthouse,5-10 years,Near Metro
2517.419685,4,4,Unfurnished,Greater Kailash 4 Nri Colony,2,39086512.62,Ready_to_move,Resale,Builder_Floor,15526.41892,3rd Floor,0-5 years,None
1837.945959,4,4,Semi-Furnished,"Project Paryavaran Complex, Saket",1,12490577.34,Ready_to_move,Resale,Builder_Floor,6795.943745,2nd Floor,10-20 years,Near Metro
632.4688135,2,2,Semi-Furnished,Uttam Nagar,1,3063167.199,Ready_to_move,New_Property,Builder_Floor,4843.190896,Penthouse,10-20 years,None
540.0156626,2,2,Semi-Furnished,Uttam Nagar West,1,2689518.877,Ready_to_move,New_Property,Builder_Floor,4980.446055,Ground Floor,10-20 years,Near Park
1509.109837,3,2,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1,17605183.43,Ready_to_move,Resale,Apartment,11665.93909,3rd Floor,10-20 years,Near Hospital
2376.903834,4,5,Semi-Furnished,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",3,56776339.32,Ready_to_move,New_Property,Builder_Floor,23886.67917,Penthouse,0-5 years,Near Mall
4160.203273,4,4,Semi-Furnished,Hauz Khas,2,67342267.55,Ready_to_move,New_Property,Builder_Floor,16187.25412,1st Floor,10-20 years,Near Mall
1606.717522,3,3,Semi-Furnished,Lajpat Nagar,1,28293661.33,Ready_to_move,Resale,Builder_Floor,17609.60527,Penthouse,5-10 years,Near Mall
1800.751347,4,3,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2,59043858.34,Ready_to_move,Resale,Builder_Floor,32788.45713,2nd Floor,0-5 years,Near Mall
1745.604976,3,3,Semi-Furnished,Lajpat Nagar 2,2,30261049.67,Ready_to_move,New_Property,Builder_Floor,17335.56566,1st Floor,5-10 years,Near Mall
333.980827,6,3,Furnished,"Yamuna Vihar, Shahdara",1,9263640.599,Ready_to_move,Resale,Builder_Floor,27737.04312,Penthouse,5-10 years,Near Hospital
2735.978066,4,4,Unfurnished,"The Amaryllis, Karol Bagh",2,50686471.69,Almost_ready,Resale,Apartment,18525.90572,3rd Floor,20+ years,Near Park
929.3392669,3,2,Semi-Furnished,Vasundhara Enclave,1,13116239.36,Ready_to_move,Resale,Apartment,14113.51034,2nd Floor,10-20 years,Near Metro
3168.825546,4,4,Semi-Furnished,"Sukhdev Vihar, Okhla",1,32418689.13,Ready_to_move,Resale,Apartment,10230.50612,Ground Floor,10-20 years,Near Metro
1220.956363,2,2,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1,17129114.24,Ready_to_move,Resale,Apartment,14029.25997,3rd Floor,0-5 years,Near Metro
1032.971217,3,3,Furnished,"DDA Pocket I, Dilshad Garden",1,9587385.088,Ready_to_move,Resale,Apartment,9281.367119,Ground Floor,5-10 years,Near Park
1180.880575,3,2,Semi-Furnished,Chittaranjan Park,1,14863842.71,Ready_to_move,Resale,Builder_Floor,12587.08376,Penthouse,10-20 years,Near Mall
1996.598728,3,3,Unfurnished,Chittaranjan Park,,31624898.73,Ready_to_move,Resale,Builder_Floor,15839.3864,1st Floor,10-20 years,Near Park
981.7782662,3,2,Unfurnished,"New Moti Nagar, Kirti Nagar",2,25610050.12,Ready_to_move,Resale,Apartment,26085.3708,Ground Floor,0-5 years,Near Metro
2845.383948,5,5,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3,69812115.15,Ready_to_move,Resale,Apartment,24535.2179,Penthouse,20+ years,None
898.5939062,2,2,Semi-Furnished,"DDA Flats Pocket 1 Sector A9, Narela",2,3795529.266,Ready_to_move,Resale,Apartment,4223.853779,Ground Floor,0-5 years,Near Hospital
368.9037349,1,1,Semi-Furnished,Karol Bagh,1,5272812.045,Ready_to_move,Resale,Builder_Floor,14293.19236,1st Floor,5-10 years,None
1818.118501,3,4,Unfurnished,Hauz Khas,2,41181304.73,Ready_to_move,New_Property,Builder_Floor,22650.5064,Ground Floor,20+ years,Near Hospital
46.41289393,1,1,Semi-Furnished,"DDA Lig Flats, Narela",1,3726111.794,Ready_to_move,New_Property,Apartment,80281.82426,Penthouse,10-20 years,Near Metro
1101.454478,3,2,Semi-Furnished,"Mahesh Apartment, Vasundhara Enclave",1,12981367.28,Ready_to_move,Resale,Apartment,11785.65936,2nd Floor,5-10 years,Near Mall
864.7996566,3,2,Furnished,"Yamuna Vihar, Shahdara",1,5611426.589,Ready_to_move,Resale,Builder_Floor,6488.701223,Ground Floor,5-10 years,Near Hospital
614.7377257,2,2,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",1,4245563.147,Ready_to_move,Resale,Builder_Floor,6906.299986,Penthouse,10-20 years,Near Mall
1858.626661,3,4,Semi-Furnished,Chhattarpur,2,57396516.82,Almost_ready,New_Property,Apartment,30881.1436,Ground Floor,10-20 years,Near Park
965.3456092,2,2,Semi-Furnished,"Saptrishi Apartment, Rohini Sector 23",1,8351491.268,Ready_to_move,Resale,Apartment,8651.296684,Ground Floor,20+ years,Near Mall
1305.270339,3,3,Semi-Furnished,"New Delhi Apartment, Vasundhara Enclave",1,11642493.34,Ready_to_move,Resale,Apartment,8919.603086,2nd Floor,20+ years,Near Mall
1811.812395,3,4,Unfurnished,"Sarva Priya Apartment, Hauz Khas",1,38266459.09,Almost_ready,New_Property,Apartment,21120.54162,3rd Floor,10-20 years,Near Hospital
1885.885931,3,3,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,40754317.74,Ready_to_move,Resale,Apartment,21610.17115,1st Floor,20+ years,Near Metro
1753.131541,3,3,Furnished,"Hum Sub Apartment, Aashirwaad Chowk, Dwarka",1,18316962.05,Ready_to_move,Resale,Apartment,10448.13901,Ground Floor,10-20 years,Near Metro
1338.341444,3,3,,"Gandhi Nagar, Shahdara",,22746970.28,Ready_to_move,Resale,,16996.38786,3rd Floor,20+ years,Near Park
1701.142228,4,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,18711728.95,Ready_to_move,Resale,Apartment,10999.50883,2nd Floor,20+ years,Near Hospital
732.6222973,2,2,Semi-Furnished,Chhattarpur Enclave Phase2,1,3201336.524,Ready_to_move,New_Property,Builder_Floor,4369.69573,3rd Floor,0-5 years,Near Park
387.4275122,1,1,Semi-Furnished,Uttam Nagar,1,1845163.706,Ready_to_move,New_Property,Builder_Floor,4762.603708,2nd Floor,20+ years,Near Park
52.31445507,1,1,Semi-Furnished,"DDA Lig Flats, Narela",1,3759406.04,Ready_to_move,New_Property,Apartment,71861.70696,Penthouse,5-10 years,Near Mall
465.5469026,2,2,Semi-Furnished,Mahavir Enclave Part 1,1,2931191.356,Ready_to_move,Resale,Apartment,6296.232107,Ground Floor,20+ years,Near Hospital
1053.994703,3,2,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",1,23017350.6,Ready_to_move,New_Property,Builder_Floor,21838.2033,1st Floor,10-20 years,Near Park
932.3642651,2,1,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",1,1999690.113,Ready_to_move,New_Property,Apartment,2144.75199,Ground Floor,0-5 years,Near Park
582.5397924,2,2,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1,3295026.611,Ready_to_move,New_Property,Apartment,5656.311644,3rd Floor,5-10 years,None
1321.311623,3,3,,"Gandhi Nagar, Shahdara",,24532817.14,Ready_to_move,Resale,,18567.01834,Penthouse,0-5 years,Near Mall
1932.080361,3,4,Semi-Furnished,Hauz Khas,2,45307045.87,Ready_to_move,New_Property,Builder_Floor,23449.87651,2nd Floor,0-5 years,Near Park
3063.01512,4,4,Semi-Furnished,"Safdarjung Enclave carpet area 3250 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered bathroom 4 balcony 3 ownership Freehold Near Buy Green park Metro station. The location of the property is Awesome and Peaceful. The construction is very Highend and Very tasteful Done-up. The Same property is location on the FF. 4 Side corner read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Findahouse Real Estate Consultants LLP 2000+ Buyers Served",1,55437097.69,Ready_to_move,Resale,Builder_Floor,18098.86518,Penthouse,5-10 years,Near Mall
1189.29983,2,2,Semi-Furnished,Alaknanda,2,17036055.88,Ready_to_move,Resale,Apartment,14324.44153,1st Floor,5-10 years,Near Hospital
1334.235552,3,3,Unfurnished,Sheikh Sarai Phase 1,2,18049730.42,Ready_to_move,Resale,Apartment,13528.14381,Ground Floor,5-10 years,None
1453.000543,3,3,Semi-Furnished,"Abhimanyu Apartments, Vasundhara Enclave",1,12004395.02,Ready_to_move,Resale,Apartment,8261.796654,3rd Floor,5-10 years,Near Park
1861.165187,4,4,Semi-Furnished,Hauz Khas,2,80083785.03,Ready_to_move,New_Property,Builder_Floor,43028.84322,1st Floor,5-10 years,Near Mall
1218.746906,2,2,Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,13967527.19,Ready_to_move,Resale,Apartment,11460.56422,3rd Floor,20+ years,None
1177.862315,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,19853254.18,Ready_to_move,New_Property,Apartment,16855.32675,1st Floor,0-5 years,Near Park
1039.049023,3,3,Unfurnished,"Vikram Vihar, Lajpat Nagar",1,24679536.65,Ready_to_move,New_Property,Builder_Floor,23752.0426,Penthouse,10-20 years,None
46.49650185,4,3,Unfurnished,"Batla House, Okhla",1,5793898.207,Ready_to_move,New_Property,Builder_Floor,124609.3357,2nd Floor,5-10 years,Near Hospital
1710.459002,4,2,Semi-Furnished,"Tara Apartment, Alaknanda",1,22829698.43,Ready_to_move,Resale,Apartment,13347.11817,1st Floor,0-5 years,Near Park
912.4192951,3,2,Semi-Furnished,Vasundhara Enclave,1,11916458.06,Ready_to_move,Resale,Apartment,13060.28722,Penthouse,20+ years,None
1671.960518,3,3,Semi-Furnished,"RWA Flats, Saket",2,30067662.34,Ready_to_move,New_Property,Builder_Floor,17983.47629,2nd Floor,0-5 years,Near Park
1741.183349,3,3,Unfurnished,Lajpat Nagar 3,2,28229186.73,Ready_to_move,New_Property,Builder_Floor,16212.64455,1st Floor,0-5 years,Near Mall
1018.220265,3,2,Furnished,"Mitya Homes, Dwarka Mor",1,5585280.162,Ready_to_move,New_Property,Builder_Floor,5485.335886,Ground Floor,20+ years,Near Hospital
8585.264853,4,5,Unfurnished,"Maharani Bagh, New Friends Colony",4,184166039.6,Ready_to_move,New_Property,Builder_Floor,21451.41038,2nd Floor,0-5 years,Near Metro
1388.238196,2,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,16331714.62,Ready_to_move,Resale,Apartment,11764.34611,3rd Floor,0-5 years,Near Hospital
1038.23092,3,2,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",1,22922334.88,Ready_to_move,New_Property,Builder_Floor,22078.26258,Ground Floor,20+ years,None
1571.203662,3,3,Semi-Furnished,Safdarjung Enclave,4,38113324.67,Ready_to_move,New_Property,Builder_Floor,24257.4057,1st Floor,0-5 years,Near Park
1216.912222,2,2,Furnished,"Defence Officers Apartment, Aashirwaad Chowk, Dwarka",1,13456133.33,Ready_to_move,Resale,Apartment,11057.60389,1st Floor,10-20 years,Near Park
